address,availability_date,construction_year,floors,current_state,habitable_area,rent,charges,energy_consumption
"1080 MOLENBEEK-SAINT-JEAN
    
    |
    
      Adres aanvragen","","",6,Goede staat,85 m2,€ 800 /maand,€ 100,""
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen",01/05/2018,1941,4,Uitstekende staat,80 m2,€ 790 /maand,€ 75,260 kWu/m2
"1190 Vorst
    
    |
    
      Adres aanvragen","","","",Goede staat,80 m2,€ 795 /maand,€ 100,144 kWu/m2
"1000 Brussel
    
    |
    
      Adres aanvragen",01/08/2018,"","",Uitstekende staat,85 m2,€ 800 /maand,€ 150,145 kWu/m2
"","","","","","","","",""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",3,Goede staat,65 m2,€ 800 /maand,€ 75,""
"Rue Edith Cavel 67
    
    | 1180 - Ukkel","","","","",65 m2,€ 800 /maand,€ 130,641 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen","","",8,"",85 m2,€ 800 /maand,€ 200,177 kWu/m2
"","","","","","","","",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",6,"",75 m2,€ 800 /maand,€ 250,""
"Avenue de Broqueville 72
    
    | 1200 - St-Lambrechts-Woluwe","",1987,7,Goede staat,100 m2,€ 800 /maand,€ 150,""
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen",01/06/2018,1993,7,"",90 m2,€ 800 /maand,€ 140,""
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/07/2018,"",4,"",65 m2,€ 800 /maand,€ 165,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",10,"",80 m2,€ 800 /maand,€ 180,275 kWu/m2
"Place Reine Astrid  (Miroir) 34
    
    | 1090 - Jette",01/07/2018,"",3,Uitstekende staat,90 m2,€ 795 /maand,€ 25,429 kWu/m2
"Rue des Pecheries 79
    
    | 1170 - Watermaal-Bosvoorde","",1983,8,Vernieuwd,84 m2,€ 800 /maand,€ 200,524 kWu/m2
"Rue des Pecheries 103
    
    | 1160 - Oudergem","",1965,"",Vernieuwd,72 m2,€ 790 /maand,€ 150,150 kWu/m2
"Avenue des Gerfauts 6
    
    | 1170 - Watermael-Boitsfort","",1966,12,"",90 m2,€ 800 /maand,€ 170,162 kWu/m2
"Avenue Mozart 43
    
    | 1190 - Vorst","",1960,3,Goede staat,85 m2,€ 790 /maand,€ 100,170 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,"",69 m2,€ 795 /maand,€ 150,""
"1070 Anderlecht
    
    |
    
      Adres aanvragen",01/05/2018,"",3,Vernieuwd,95 m2,€ 800 /maand,€ 120,319 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",4,Vernieuwd,85 m2,€ 800 /maand,"",""
"Rue du Disque, 19 
    bus 0
    | 1020 - BRUXELLES2",01/06/2018,1977,5,"",85 m2,€ 800 /maand,€ 180,274 kWu/m2
"Avenue du Parc 90
    
    | 1060 - St-Gillis","","","","",70 m2,€ 800 /maand,€ 50,""
"","","","","","","","",""
"1070 Anderlecht
    
    |
    
      Adres aanvragen","","","",Goede staat,78 m2,€ 795 /maand,€ 100,332 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",87 m2,€ 800 /maand,€ 174,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",01/05/2018,"",7,"",75 m2,€ 800 /maand,€ 85,""
"1000 Brussel
    
    |
    
      Adres aanvragen",01/06/2018,"","",Goede staat,80 m2,€ 800 /maand,€ 25,""
"","","","","","","","",""
"Square Riga 59
    
    | 1030 - Schaarbeek",01/06/2018,"","","",70 m2,€ 800 /maand,"",""
"1200 Woluwé-saint-Lambert
    
    |
    
      Adres aanvragen","","",3,"",75 m2,€ 800 /maand,€ 130,""
"","","","","","","","",""
"rue Rasson 70
    
    | 1030 - Schaarbeek",01/07/2018,1909,3,Goede staat,80 m2,€ 790 /maand,€ 20,""
"Avenue de la Constitution - Grondwetlaan 102
    bus 1
    | 1090 - Jette","",1956,"",Uitstekende staat,101 m2,€ 795 /maand,€ 155,671 kWu/m2
"Rue Frédéric Mohrfeld 41
    
    | 1090 - Jette",01/07/2018,"",2,Uitstekende staat,85 m2,€ 800 /maand,€ 20,261 kWu/m2
"oscar van goidtsnoven 71
    
    | 1190 - Vorst","",1950,3,Uitstekende staat,95 m2,€ 799 /maand,€ 10,""
"Edmond Machtenslaan 186
    bus 07.01
    | 1080 - Molenbeek-Sint-Jan","","","",Vernieuwd,95 m2,€ 795 /maand,€ 100,209 kWu/m2
"Boulevard Louis Mettewie 68,
    
    | 1080 - Molenbeek-Saint-Jean","","",8,Goede staat,86 m2,€ 795 /maand,€ 175,241 kWu/m2
"Prosper Préserstraat 58
    bus 01.01
    | 1082 - Sint-Agata-Berchem","","","",Vernieuwd,77 m2,€ 795 /maand,€ 125,176 kWu/m2
"Terdet 5
    
    | 1030 - Schaarbeek","",2011,4,Uitstekende staat,78 m2,€ 795 /maand,€ 100,150 kWu/m2
"Rue Veydt 6A
    
    | 1060 - SAINT-GILLES",01/03/2018,"",5,Goede staat,75 m2,€ 800 /maand,€ 150,137 kWu/m2
"avenue des pagodes 122
    
    | 1020 - Laeken",15/07/2018,"",2,Uitstekende staat,110 m2,€ 800 /maand,€ 60,""
"","","","","","","","",""
"Jaargetijdenlaan 85
    
    | 1050 - Elsene",01/03/2018,"",4,Goede staat,90 m2,€ 796 /maand,"",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,Vernieuwd,80 m2,€ 800 /maand,€ 40,""
"Rue Le Titien 32
    
    | 1000 - Brussel","",1930,3,Goede staat,77 m2,€ 799 /maand,€ 50,345 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",01/02/2018,"",4,Goede staat,90 m2,€ 800 /maand,€ 80,319 kWu/m2
"chemin des 2 maisons 18
    
    | 1200 - WOLUWE-SAINT-LAMBERT",20/05/2018,1958,5,Uitstekende staat,"",€ 800 /maand,€ 80,734 kWu/m2
"Avenue Armand Scheitler 38
    
    | 1150 - St-Pieters-Woluwe","",1965,3,Uitstekende staat,67 m2,€ 800 /maand,€ 175,355 kWu/m2
"RUE DUBOIS-THORN 77/5
    bus B3A
    | 1080 - Molenbeek-St-Jean",01/05/2018,2013,6,Uitstekende staat,90 m2,€ 795 /maand,€ 82,80 kWu/m2
"Emile Jacqmainlaan/ boulevard Émile Jacq 126/6
    
    | 1000 - Brussel","","","","",78 m2,€ 800 /maand,€ 100,768 kWu/m2
"Rue au Bois 238
    
    | 1150 - St-Pieters-Woluwe",01/03/2018,1960,3,Uitstekende staat,83 m2,€ 790 /maand,€ 100,""
"Avenue Emile de beco 104
    bus 6
    | 1050 - Elsene",01/05/2018,1930,6,Vernieuwd,80 m2,€ 800 /maand,€ 200,""
"Chaussée d'Alsemberg 1031A
    
    | 1180 - Ukkel","",1969,11,Uitstekende staat,80 m2,€ 800 /maand,€ 160,""
"Avenue de la Libre Académie 11
    
    | 1070 - Anderlecht","","",6,"",95 m2,€ 800 /maand,"",""
"place dr Schweitzer 22
    
    | 1082 - Berchem-Ste-Agathe","","",8,Uitstekende staat,87 m2,€ 790 /maand,€ 45,194 kWu/m2
"1020 Bruxelles
    
    |
    
      Adres aanvragen","","",3,Goede staat,96 m2,€ 795 /maand,€ 75,303 kWu/m2
"avenue du Mutsaerd 77
    
    | 1020 - Laeken","","","",Uitstekende staat,81 m2,€ 800 /maand,€ 160,177 kWu/m2
"Rue Général Thys 17
    
    | 1050 - Elsene",01/05/2018,1936,2,Uitstekende staat,85 m2,€ 795 /maand,€ 45,""
"","","","","","","","",""
"Avenue Paul Deschanel 152
    
    | 1030 - Schaarbeek","","",5,Goede staat,90 m2,€ 800 /maand,€ 170,""
"1210 BRUXELLES
    
    |
    
      Adres aanvragen",30/03/2018,1987,7,Goede staat,62 m2,€ 800 /maand,€ 105,313 kWu/m2
"1050 Ixelles
    
    |
    
      Adres aanvragen",01/05/2018,"",6,Goede staat,80 m2,€ 800 /maand,€ 200,135 kWu/m2
"Rue Jacques Bassem 79
    
    | 1160 - Oudergem","",1964,2,Goede staat,70 m2,€ 800 /maand,"",""
"Rue Plantin 00
    
    | 1070 - Anderlecht","","","",Vernieuwd,85 m2,€ 800 /maand,€ 35,126 kWu/m2
"1180 BRUXELLES
    
    |
    
      Adres aanvragen","",1970,3,Uitstekende staat,80 m2,€ 800 /maand,€ 75,""
"Rue Alex Marcette 17
    
    | 1040 - Etterbeek","","","",Vernieuwd,85 m2,€ 795 /maand,€ 100,""
"Avenue Marius Renard 27A
    
    | 1070 - Anderlecht",30/06/2018,1968,27,Vernieuwd,80 m2,€ 800 /maand,€ 150,""
"Avenue Fr Malherbe 27
    
    | 1070 - Anderlecht","","",2,"",100 m2,€ 800 /maand,€ 30,""
"1190 Vorst
    
    |
    
      Adres aanvragen","",1970,"","",95 m2,€ 800 /maand,€ 200,""
"Chaussée de Mons 814
    
    | 1070 - Anderlecht",01/07/2018,"","",Goede staat,80 m2,€ 800 /maand,€ 150,""
"Harenheidestraat 66
    
    | 1130 - Haren","","","","","",€ 790 /maand,"",""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen","",1969,4,Goede staat,80 m2,€ 800 /maand,€ 70,198 kWu/m2
"Rue Albert de Latour 92
    
    | 1030 - Schaarbeek","",1900,2,Vernieuwd,70 m2,€ 800 /maand,"",""
"Sint-Nikolaasstraat 1 APP 2.1
    
    | 1120 - NEDER-OVER-HEEMBEEK (BRU.)",01/11/2017,"","","",71 m2,€ 795 /maand,"",65 kWu/m2
"avenue de Broqueville 169
    
    | 1200 - St-Lambrechts-Woluwe","","","",Goede staat,92 m2,€ 800 /maand,€ 200,209 kWu/m2
"1000 Bruxelles
    
    |
    
      Adres aanvragen","","","",Uitstekende staat,60 m2,€ 795 /maand,€ 70,877 kWu/m2
"Boulevard Auguste Reyers 115
    
    | 1030 - Schaerbeek","","","",Vernieuwd,"",€ 795 /maand,€ 150,223 kWu/m2
"Avenue de Roodebeek 131
    
    | 1030 - Schaerbeek","","",5,Vernieuwd,80 m2,€ 800 /maand,€ 140,""
"RUE THEODORE VERHAEGEN 144
    
    | 1060 - St-Gillis","","","","",80 m2,€ 800 /maand,€ 30,""
"rue démosthène 185
    
    | 1070 - Anderlecht","","","",Uitstekende staat,80 m2,€ 795 /maand,€ 150,291 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","",1958,4,"",75 m2,€ 790 /maand,€ 130,427 kWu/m2
"rue paul Hankar 25
    
    | 1180 - Ukkel","","",3,Uitstekende staat,75 m2,€ 790 /maand,"",""
"1070 Anderlecht
    
    |
    
      Adres aanvragen","",1970,12,Goede staat,76 m2,€ 800 /maand,€ 175,""
"Rue Gatti de Gamond 12
    
    | 1180 - Ukkel","","",6,Uitstekende staat,90 m2,€ 800 /maand,€ 150,""
"av des Eperviers 115
    
    | 1150 - St-Pieters-Woluwe","","","","",80 m2,€ 800 /maand,€ 150,""
"1020 BRUXELLES
    
    |
    
      Adres aanvragen","",1960,4,"",85 m2,€ 795 /maand,€ 120,224 kWu/m2
"1020 Laeken
    
    |
    
      Adres aanvragen","",1960,6,Uitstekende staat,85 m2,€ 795 /maand,€ 120,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","","",Vernieuwd,80 m2,€ 795 /maand,€ 125,""
"1000 Bruxelles ville
    
    |
    
      Adres aanvragen","","",6,Goede staat,90 m2,€ 800 /maand,€ 125,""
"1170 Watermaal-Bosvoorde
    
    |
    
      Adres aanvragen","","",3,"",80 m2,€ 790 /maand,€ 140,""
"Rue des Trois Arbres 80 80
    
    | 1180 - Ukkel",01/05/2018,"","","",80 m2,€ 795 /maand,€ 85,""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","",1960,"","",90 m2,€ 790 /maand,€ 30,""
"1190 Vorst
    
    |
    
      Adres aanvragen","","","",Goede staat,82 m2,€ 800 /maand,€ 150,153 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/05/2018,"",2,Goede staat,80 m2,€ 800 /maand,€ 120,314 kWu/m2
"Avenue des Gerfauts 8
    
    | 1170 - Watermael-Boitsfort","","",12,Uitstekende staat,"",€ 800 /maand,€ 150,189 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen",01/07/2018,"",3,Uitstekende staat,90 m2,€ 800 /maand,"",""
"Avenue Adolphe Lacomblé 60
    
    | 1030 - Schaarbeek",01/05/2018,"","","",85 m2,€ 790 /maand,€ 175,166 kWu/m2
"","","","","","","","",""
"1160 Auderghem
    
    |
    
      Adres aanvragen","","",3,Uitstekende staat,80 m2,€ 800 /maand,€ 50,186 kWu/m2
"Avenue de la Charmille 20
    bus 59
    | 1200 - St-Lambrechts-Woluwe","","","","",75 m2,€ 790 /maand,€ 200,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","","",Vernieuwd,120 m2,€ 800 /maand,€ 100,""
"1200 WOLUWE-SAINT-LAMBERT
    
    |
    
      Adres aanvragen",01/05/2018,"",3,"",105 m2,€ 800 /maand,"",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",1,"",75 m2,€ 800 /maand,€ 150,""
"1000 Bruxelles
    
    |
    
      Adres aanvragen",01/04/2018,"","",Goede staat,60 m2,€ 800 /maand,€ 25,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","","",3,"",90 m2,€ 800 /maand,"",542 kWu/m2
"rue de la Procession 75A
    
    | 1070 - Anderlecht",01/04/2018,"","","",85 m2,€ 800 /maand,"",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","",1956,2,"",70 m2,€ 800 /maand,€ 30,""
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen","","",5,"",80 m2,€ 800 /maand,€ 187,""
"1050 Elsene
    
    |
    
      Adres aanvragen",02/05/2018,"",6,Uitstekende staat,125 m2,€ 800 /maand,€ 150,""
"Rue de la Paix 8
    
    | 1050 - Elsene",15/05/2018,"","","",60 m2,€ 800 /maand,€ 170,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",2,"",70 m2,€ 800 /maand,"",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen","","","",Goede staat,70 m2,€ 790 /maand,"",""
"","","","","","","","",""
"1083 Ganshoren
    
    |
    
      Adres aanvragen","",1966,21,Goede staat,105 m2,€ 800 /maand,€ 150,171 kWu/m2
"","","","","","","","",""
"Avenue Henry Dunant 9,29
    
    | 1140 - Brussel Evere",01/08/2018,"","",Goede staat,85 m2,€ 800 /maand,€ 150,200 kWu/m2
"Rue Paul Bossu 8
    bus 4
    | 1150 - St-Pieters-Woluwe","",1945,5,Goede staat,77 m2,€ 800 /maand,€ 75,245 kWu/m2
"Avenue Charles Woeste 315
    
    | 1090 - Jette",01/04/2018,1970,6,Goede staat,95 m2,€ 800 /maand,€ 95,268 kWu/m2
"Rue Emile Van Overstraeten 19
    
    | 1082 - St-Agatha-Berchem","","",3,Uitstekende staat,80 m2,€ 800 /maand,€ 170,""
"Avenue van der Meerschen 57
    
    | 1150 - Woluwe-Saint-Pierre",01/06/2018,"",2,Uitstekende staat,85 m2,€ 800 /maand,"",""
"","","","","","","","",""
"1080 MOLENBEEK-SAINT-JEAN
    
    |
    
      Adres aanvragen","","",6,Goede staat,85 m2,€ 800 /maand,€ 100,""
"1000 Brussel
    
    |
    
      Adres aanvragen",01/08/2018,"","",Uitstekende staat,85 m2,€ 800 /maand,€ 150,145 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",3,Goede staat,65 m2,€ 800 /maand,€ 75,""
"Rue Edith Cavel 67
    
    | 1180 - Ukkel","","","","",65 m2,€ 800 /maand,€ 130,641 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen","","",8,"",85 m2,€ 800 /maand,€ 200,177 kWu/m2
"1190 Forest
    
    |
    
      Adres aanvragen",01/06/2018,1920,2,Goede staat,100 m2,€ 800 /maand,€ 50,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",6,"",75 m2,€ 800 /maand,€ 250,""
"","","","","","","","",""
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen",01/06/2018,1993,7,"",90 m2,€ 800 /maand,€ 140,""
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/07/2018,"",4,"",65 m2,€ 800 /maand,€ 165,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",10,"",80 m2,€ 800 /maand,€ 180,275 kWu/m2
"Rue des Pecheries 79
    
    | 1170 - Watermaal-Bosvoorde","",1983,8,Vernieuwd,84 m2,€ 800 /maand,€ 200,524 kWu/m2
"Avenue des Gerfauts 6
    
    | 1170 - Watermael-Boitsfort","",1966,12,"",90 m2,€ 800 /maand,€ 170,162 kWu/m2
"1070 Anderlecht
    
    |
    
      Adres aanvragen",01/05/2018,"",3,Vernieuwd,95 m2,€ 800 /maand,€ 120,319 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",4,Vernieuwd,85 m2,€ 800 /maand,"",""
"Rue du Disque, 19 
    bus 0
    | 1020 - BRUXELLES2",01/06/2018,1977,5,"",85 m2,€ 800 /maand,€ 180,274 kWu/m2
"Avenue du Parc 90
    
    | 1060 - St-Gillis","","","","",70 m2,€ 800 /maand,€ 50,""
"","","","","","","","",""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",5,"",87 m2,€ 800 /maand,€ 174,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",01/05/2018,"",7,"",75 m2,€ 800 /maand,€ 85,""
"1050 Elsene
    
    |
    
      Adres aanvragen","",1935,1,Op te frissen,100 m2,€ 810 /maand,€ 55,""
"1000 Brussel
    
    |
    
      Adres aanvragen",01/06/2018,"","",Goede staat,80 m2,€ 800 /maand,€ 25,""
"Square Riga 59
    
    | 1030 - Schaarbeek",01/06/2018,"","","",70 m2,€ 800 /maand,"",""
"1200 Woluwé-saint-Lambert
    
    |
    
      Adres aanvragen","","",3,"",75 m2,€ 800 /maand,€ 130,""
"Rue du Disque 40
    
    | 1020 - Laeken","",1958,"",Goede staat,96 m2,€ 800 /maand,€ 125,234 kWu/m2
"","","","","","","","",""
"Boulevard Louis Mettewie 62,
    
    | 1080 - Molenbeek-Saint-Jean",01/04/2018,"",8,Goede staat,81 m2,€ 805 /maand,€ 175,208 kWu/m2
"Rue Veydt 6A
    
    | 1060 - SAINT-GILLES",01/03/2018,"",5,Goede staat,75 m2,€ 800 /maand,€ 150,137 kWu/m2
"avenue des pagodes 122
    
    | 1020 - Laeken",15/07/2018,"",2,Uitstekende staat,110 m2,€ 800 /maand,€ 60,""
"Tamariskenlaan 35,
    
    | 1080 - Sint-Jans-Molenbeek","","",8,Goede staat,88 m2,€ 800 /maand,€ 175,155 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,Vernieuwd,80 m2,€ 800 /maand,€ 40,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",01/02/2018,"",4,Goede staat,90 m2,€ 800 /maand,€ 80,319 kWu/m2
"chemin des 2 maisons 18
    
    | 1200 - WOLUWE-SAINT-LAMBERT",20/05/2018,1958,5,Uitstekende staat,"",€ 800 /maand,€ 80,734 kWu/m2
"Rue Claude Debussy 30
    bus 4
    | 1070 - Anderlecht",15/07/2018,"",10,Vernieuwd,90 m2,€ 810 /maand,€ 150,""
"Avenue Armand Scheitler 38
    
    | 1150 - St-Pieters-Woluwe","",1965,3,Uitstekende staat,67 m2,€ 800 /maand,€ 175,355 kWu/m2
"Emile Jacqmainlaan/ boulevard Émile Jacq 126/6
    
    | 1000 - Brussel","","","","",78 m2,€ 800 /maand,€ 100,768 kWu/m2
"Avenue Emile de beco 104
    bus 6
    | 1050 - Elsene",01/05/2018,1930,6,Vernieuwd,80 m2,€ 800 /maand,€ 200,""
"Chaussée d'Alsemberg 1031A
    
    | 1180 - Ukkel","",1969,11,Uitstekende staat,80 m2,€ 800 /maand,€ 160,""
"Avenue de la Libre Académie 11
    
    | 1070 - Anderlecht","","",6,"",95 m2,€ 800 /maand,"",""
"avenue du Mutsaerd 77
    
    | 1020 - Laeken","","","",Uitstekende staat,81 m2,€ 800 /maand,€ 160,177 kWu/m2
"Avenue Paul Deschanel 152
    
    | 1030 - Schaarbeek","","",5,Goede staat,90 m2,€ 800 /maand,€ 170,""
"","","","","","","","",""
"1050 Ixelles
    
    |
    
      Adres aanvragen",01/05/2018,"",6,Goede staat,80 m2,€ 800 /maand,€ 200,135 kWu/m2
"Rue Jacques Bassem 79
    
    | 1160 - Oudergem","",1964,2,Goede staat,70 m2,€ 800 /maand,"",""
"Rue Plantin 00
    
    | 1070 - Anderlecht","","","",Vernieuwd,85 m2,€ 800 /maand,€ 35,126 kWu/m2
"1180 BRUXELLES
    
    |
    
      Adres aanvragen","",1970,3,Uitstekende staat,80 m2,€ 800 /maand,€ 75,""
"Avenue Marius Renard 27A
    
    | 1070 - Anderlecht",30/06/2018,1968,27,Vernieuwd,80 m2,€ 800 /maand,€ 150,""
"Avenue Fr Malherbe 27
    
    | 1070 - Anderlecht","","",2,"",100 m2,€ 800 /maand,€ 30,""
"1190 Vorst
    
    |
    
      Adres aanvragen","",1970,"","",95 m2,€ 800 /maand,€ 200,""
"Chaussée de Mons 814
    
    | 1070 - Anderlecht",01/07/2018,"","",Goede staat,80 m2,€ 800 /maand,€ 150,""
"","","","","","","","",""
"Rue Albert de Latour 92
    
    | 1030 - Schaarbeek","",1900,2,Vernieuwd,70 m2,€ 800 /maand,"",""
"avenue de Broqueville 169
    
    | 1200 - St-Lambrechts-Woluwe","","","",Goede staat,92 m2,€ 800 /maand,€ 200,209 kWu/m2
"Avenue de Roodebeek 131
    
    | 1030 - Schaerbeek","","",5,Vernieuwd,80 m2,€ 800 /maand,€ 140,""
"","","","","","","","",""
"1070 Anderlecht
    
    |
    
      Adres aanvragen","",1970,12,Goede staat,76 m2,€ 800 /maand,€ 175,""
"Rue Gatti de Gamond 12
    
    | 1180 - Ukkel","","",6,Uitstekende staat,90 m2,€ 800 /maand,€ 150,""
"av des Eperviers 115
    
    | 1150 - St-Pieters-Woluwe","","","","",80 m2,€ 800 /maand,€ 150,""
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen","","","",Goede staat,90 m2,€ 810 /maand,€ 90,311 kWu/m2
"1000 Bruxelles ville
    
    |
    
      Adres aanvragen","","",6,Goede staat,90 m2,€ 800 /maand,€ 125,""
"1190 Vorst
    
    |
    
      Adres aanvragen","","","",Goede staat,82 m2,€ 800 /maand,€ 150,153 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/05/2018,"",2,Goede staat,80 m2,€ 800 /maand,€ 120,314 kWu/m2
"Avenue des Gerfauts 8
    
    | 1170 - Watermael-Boitsfort","","",12,Uitstekende staat,"",€ 800 /maand,€ 150,189 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen",01/07/2018,"",3,Uitstekende staat,90 m2,€ 800 /maand,"",""
"rue de tervaete 69
    
    | 1040 - Etterbeek",01/05/2018,"",4,Goede staat,60 m2,€ 800 /maand,€ 15,""
"1160 Auderghem
    
    |
    
      Adres aanvragen","","",3,Uitstekende staat,80 m2,€ 800 /maand,€ 50,186 kWu/m2
"1080 St-Jans-Molenbeek
    
    |
    
      Adres aanvragen","","","","",100 m2,€ 810 /maand,"",131 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","","",Vernieuwd,120 m2,€ 800 /maand,€ 100,""
"1200 WOLUWE-SAINT-LAMBERT
    
    |
    
      Adres aanvragen",01/05/2018,"",3,"",105 m2,€ 800 /maand,"",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",1,"",75 m2,€ 800 /maand,€ 150,""
"1000 Bruxelles
    
    |
    
      Adres aanvragen",01/04/2018,"","",Goede staat,60 m2,€ 800 /maand,€ 25,""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","","",3,"",90 m2,€ 800 /maand,"",542 kWu/m2
"rue de la Procession 75A
    
    | 1070 - Anderlecht",01/04/2018,"","","",85 m2,€ 800 /maand,"",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","",1956,2,"",70 m2,€ 800 /maand,€ 30,""
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen","","",5,"",80 m2,€ 800 /maand,€ 187,""
"1050 Elsene
    
    |
    
      Adres aanvragen",02/05/2018,"",6,Uitstekende staat,125 m2,€ 800 /maand,€ 150,""
"Rue de la Paix 8
    
    | 1050 - Elsene",15/05/2018,"","","",60 m2,€ 800 /maand,€ 170,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",2,"",70 m2,€ 800 /maand,"",""
"Avenue de l'Aulne 91A
    
    | 1180 - Ukkel",31/05/2018,"",4,Goede staat,90 m2,€ 820 /maand,€ 175,224 kWu/m2
"avenue François Sebrechts 55
    
    | 1081 - Koekelberg","",2018,6,Uitstekende staat,90 m2,€ 820 /maand,€ 90,""
"Rue de la Célidée 21 
    bus 0
    | 1080 - Sint-Jans-Molenbeek",27/04/2018,2017,5,"",80 m2,€ 815 /maand,€ 145,""
"Rue des Pêcheries 101
    
    | 1160 - Oudergem","","","",Goede staat,72 m2,€ 820 /maand,€ 170,""
